Log Folder Path;~/Library/Application Support/PurpleRabbit/Logs/2025-08-14_20-34-34-0x1810862220011C;
RestoreOS: Restore: cleanup_boot_command;0.0154;
RestoreOS: Restore: cleanup_recovery_os_volume;0.007;
RestoreOS: Restore: cleanup_check_result;0.0067;
RestoreOS: Restore: cleanup_send_crash_logs;0.0098;
RestoreOS: Restore: cleanup_send_final_status;0.0589;
RestoreOS: Restore: cleanup_wait_status_received;0.0106;
RestoreOS: Restore: cleanup_write_restore_log;0.0065;
RestoreOS: Restore: cleanup_failure_warning;0.0066;
RestoreOS: Restore: cleanup_post_restore;0.0077;
RestoreOS: Restore: cleanup_release;0.0066;
RestoreOS: Restore: [ASYNC Task]  provision_mesa ;0.0139;
RestoreOS: Restore: [ASYNC Task]  restore_system_image ;1271.851;
RestoreOS: Restore: [ASYNC Task]  update_veridian ;0.019;
RestoreOS: Restore: [ASYNC Task]  update_stockholm ;0.5189;
RestoreOS: Restore: [ASYNC Task]  update_rose ;0.0243;
RestoreOS: Restore: [ASYNC Task]  update_tcon ;0.0194;
RestoreOS: Restore: [ASYNC Task]  update_appletcon ;0.0245;
RestoreOS: Restore: [ASYNC Task]  update_orion ;0.0178;
RestoreOS: Restore: [ASYNC Task]  update_peppy ;0.0167;
RestoreOS: Restore: [ASYNC Task]  update_nitrogen ;0.0134;
RestoreOS: Restore: [ASYNC Task]  update_usbc ;0.0143;
RestoreOS: Restore: [ASYNC Task]  update_se ;3.3382;
