Log Folder Path;~/Desktop/0820/logs/2025-08-17_06-21-48-0x1810862220011C/archive_20250817_070704;
RestoreOS: Restore: install_overlay_roots;0.1096;
RestoreOS: Restore: install_splat_overlay_roots;0.0146;
RestoreOS: Restore: install_regulatory_images_root;0.0144;
RestoreOS: Restore: install_update_volume_root;0.0114;
RestoreOS: Restore: restored_fixup_system;581.8078;
RestoreOS: Restore: write_ticket;0.0365;
RestoreOS: Restore: fixup_var;0.8282;
RestoreOS: Restore: create_partition_mountpoints;0.0237;
RestoreOS: Restore: factory_restore_marker;0.0115;
RestoreOS: Restore: factory_ucrt;6.1634;
RestoreOS: Restore: factory_mac_check_flag;0.0123;
RestoreOS: Restore: aru_post_seal_tasks;0.0215;
RestoreOS: Restore: factory_sad_config;0.0112;
RestoreOS: Restore: create_production_ucrt;0.0118;
RestoreOS: Restore: create_production_dcrt;0.0104;
RestoreOS: Restore: store_device_time;0.0196;
RestoreOS: Restore: attest_restore;37.401;
RestoreOS: Restore: set_one_time_boot_command;0.0126;
RestoreOS: Restore: set_nvram_variables;0.0278;
RestoreOS: Restore: persistent_boot_args;0.018;
RestoreOS: Restore: set_tdm;0.0078;
RestoreOS: Restore: unprovision_mesa;0.0367;
RestoreOS: Restore: fsck_recovery_volume;1.3115;
RestoreOS: Restore: mount_recovery_os_filesystem;0.6657;
RestoreOS: Restore: macos_populate_system_recovery_os;176.1926;
RestoreOS: Restore: restored_install_system_recovery_basesystem_roots;0.0102;
RestoreOS: Restore: preserve_source_boot_objects;33.3928;
RestoreOS: Restore: macos_create_recovery_local_policy;1.3197;
RestoreOS: Restore: generate_default_local_policy;1.8054;
RestoreOS: Restore: populate_preboot_volume;4.6408;
RestoreOS: Restore: populate_isc_preboot_volume;0.7653;
RestoreOS: Restore: populate_paired_recovery_volume;124.4556;
RestoreOS: Restore: install_paired_recovery_basesystem_roots;0.0101;
RestoreOS: Restore: bless_system_volume;18.3832;
RestoreOS: Restore: boot_global_signed_centauri;0.0115;
RestoreOS: Restore: set_boot_command;0.0081;
RestoreOS: Restore: set_bootable;0.016;
RestoreOS: Restore: seal_system_volume;79.4346;
RestoreOS: Restore: create_system_snapshot;3.7354;
RestoreOS: Restore: install_exclaveos_overlay_roots;0.0148;
RestoreOS: Restore: adjust_recovery_mode_output;0.0121;
RestoreOS: Restore: set_autoboot_delay;0.0332;
RestoreOS: Restore: dut_power_settings_handling;0.0069;
RestoreOS: Restore: unmount_filesystems;0.0708;
RestoreOS: Restore: cleanup_boot_command;0.0153;
RestoreOS: Restore: cleanup_recovery_os_volume;0.007;
RestoreOS: Restore: cleanup_check_result;0.0066;
RestoreOS: Restore: cleanup_send_crash_logs;0.0098;
RestoreOS: Restore: cleanup_send_final_status;0.0585;
RestoreOS: Restore: cleanup_wait_status_received;0.0106;
RestoreOS: Restore: cleanup_write_restore_log;0.0066;
RestoreOS: Restore: cleanup_failure_warning;0.0066;
RestoreOS: Restore: cleanup_post_restore;0.0076;
RestoreOS: Restore: cleanup_release;0.0066;
RestoreOS: Restore: [ASYNC Task]  provision_mesa ;0.014;
RestoreOS: Restore: [ASYNC Task]  restore_system_image ;1275.5305;
RestoreOS: Restore: [ASYNC Task]  update_veridian ;0.0194;
RestoreOS: Restore: [ASYNC Task]  update_stockholm ;0.5138;
RestoreOS: Restore: [ASYNC Task]  update_rose ;0.0306;
RestoreOS: Restore: [ASYNC Task]  update_tcon ;0.0187;
RestoreOS: Restore: [ASYNC Task]  update_appletcon ;0.0217;
RestoreOS: Restore: [ASYNC Task]  update_orion ;0.0172;
RestoreOS: Restore: [ASYNC Task]  update_peppy ;0.0137;
RestoreOS: Restore: [ASYNC Task]  update_nitrogen ;0.0142;
RestoreOS: Restore: [ASYNC Task]  update_usbc ;0.0143;
RestoreOS: Restore: [ASYNC Task]  update_se ;3.5585;
